Year,Geographical Location,Income decile,Income,Highest-to-Lowest Average Income Ratio, Income Range
1979,Alberta,Lowest decile,10100,NA,NA
1979,Alberta,Second decile,23600,NA,NA
1979,Alberta,Third decile,34300,NA,NA
1979,Alberta,Fourth decile,44600,NA,NA
1979,Alberta,Fifth decile,54300,NA,NA
1979,Alberta,Sixth decile,65100,NA,NA
1979,Alberta,Seventh decile,76400,NA,NA
1979,Alberta,Eighth decile,88700,NA,NA
1979,Alberta,Ninth decile,106700,NA,NA
1979,Alberta,Highest decile,159900,NA,NA
1979,British Columbia,Total deciles,65300,16.357894736842105,145900
1979,British Columbia,Lowest decile,9500,NA,NA
1979,British Columbia,Second decile,20900,NA,NA
1979,British Columbia,Third decile,32500,NA,NA
1979,British Columbia,Fourth decile,42300,NA,NA
1979,British Columbia,Fifth decile,53200,NA,NA
1979,British Columbia,Sixth decile,64900,NA,NA
1979,British Columbia,Seventh decile,76800,NA,NA
1979,British Columbia,Eighth decile,89700,NA,NA
1979,British Columbia,Ninth decile,107800,NA,NA
1979,British Columbia,Highest decile,155400,NA,NA
1980,Canada,Total deciles,63800,15.414141414141413,142700
1980,Canada,Lowest decile,9900,NA,NA
1980,Canada,Second decile,21700,NA,NA
1980,Canada,Third decile,32200,NA,NA
1980,Canada,Fourth decile,42900,NA,NA
1980,Canada,Fifth decile,53200,NA,NA
1980,Canada,Sixth decile,63500,NA,NA
1980,Canada,Seventh decile,73600,NA,NA
1980,Canada,Eighth decile,85700,NA,NA
1980,Canada,Ninth decile,102400,NA,NA
1980,Canada,Highest decile,152600,NA,NA
1980,Atlantic provinces,Total deciles,54000,12.44,114400
1980,Atlantic provinces,Lowest decile,10000,NA,NA
1980,Atlantic provinces,Second decile,19600,NA,NA
1980,Atlantic provinces,Third decile,28500,NA,NA
1980,Atlantic provinces,Fourth decile,36900,NA,NA
1980,Atlantic provinces,Fifth decile,45200,NA,NA
1980,Atlantic provinces,Sixth decile,53200,NA,NA
1980,Atlantic provinces,Seventh decile,62100,NA,NA
1980,Atlantic provinces,Eighth decile,72700,NA,NA
1980,Atlantic provinces,Ninth decile,87900,NA,NA
1980,Atlantic provinces,Highest decile,124400,NA,NA
1980,Newfoundland and Labrador,Total deciles,54600,14.348314606741573,118800
1980,Newfoundland and Labrador,Lowest decile,8900,NA,NA
1980,Newfoundland and Labrador,Second decile,20100,NA,NA
1980,Newfoundland and Labrador,Third decile,28100,NA,NA
1980,Newfoundland and Labrador,Fourth decile,36700,NA,NA
1980,Newfoundland and Labrador,Fifth decile,43900,NA,NA
1980,Newfoundland and Labrador,Sixth decile,52300,NA,NA
1980,Newfoundland and Labrador,Seventh decile,63100,NA,NA
1980,Newfoundland and Labrador,Eighth decile,75500,NA,NA
1980,Newfoundland and Labrador,Ninth decile,90000,NA,NA
1980,Newfoundland and Labrador,Highest decile,127700,NA,NA
1980,Prince Edward Island,Total deciles,54300,NA,NA
1980,Nova Scotia,Total deciles,54000,12.196078431372548,114200
1980,Nova Scotia,Lowest decile,10200,NA,NA
1980,Nova Scotia,Second decile,19500,NA,NA
1980,Nova Scotia,Third decile,28400,NA,NA
1980,Nova Scotia,Fourth decile,36900,NA,NA
1980,Nova Scotia,Fifth decile,45500,NA,NA
1980,Nova Scotia,Sixth decile,53600,NA,NA
1980,Nova Scotia,Seventh decile,61600,NA,NA
1980,Nova Scotia,Eighth decile,72000,NA,NA
1980,Nova Scotia,Ninth decile,88100,NA,NA
1980,Nova Scotia,Highest decile,124400,NA,NA
1980,New Brunswick,Total deciles,53600,11.443396226415095,110700
1980,New Brunswick,Lowest decile,10600,NA,NA
1980,New Brunswick,Second decile,19800,NA,NA
1980,New Brunswick,Third decile,29000,NA,NA
1980,New Brunswick,Fourth decile,37400,NA,NA
1980,New Brunswick,Fifth decile,46000,NA,NA
1980,New Brunswick,Sixth decile,53300,NA,NA
1980,New Brunswick,Seventh decile,61700,NA,NA
1980,New Brunswick,Eighth decile,71300,NA,NA
1980,New Brunswick,Ninth decile,85900,NA,NA
1980,New Brunswick,Highest decile,121300,NA,NA
1980,Quebec,Total deciles,58700,13.717171717171718,125900
1980,Quebec,Lowest decile,9900,NA,NA
1980,Quebec,Second decile,20600,NA,NA
1980,Quebec,Third decile,29100,NA,NA
1980,Quebec,Fourth decile,40100,NA,NA
1980,Quebec,Fifth decile,49900,NA,NA
1980,Quebec,Sixth decile,59000,NA,NA
1980,Quebec,Seventh decile,68500,NA,NA
1980,Quebec,Eighth decile,79500,NA,NA
1980,Quebec,Ninth decile,94900,NA,NA
1980,Quebec,Highest decile,135800,NA,NA
1980,Ontario,Total deciles,67100,14.952380952380953,146500
1980,Ontario,Lowest decile,10500,NA,NA
1980,Ontario,Second decile,23900,NA,NA
1980,Ontario,Third decile,35200,NA,NA
1980,Ontario,Fourth decile,46500,NA,NA
1980,Ontario,Fifth decile,57700,NA,NA
1980,Ontario,Sixth decile,67700,NA,NA
1980,Ontario,Seventh decile,77700,NA,NA
1980,Ontario,Eighth decile,89200,NA,NA
1980,Ontario,Ninth decile,105700,NA,NA
1980,Ontario,Highest decile,157000,NA,NA
1980,Prairie provinces,Total deciles,65500,16.785714285714285,154700
1980,Prairie provinces,Lowest decile,9800,NA,NA
1980,Prairie provinces,Second decile,21500,NA,NA
1980,Prairie provinces,Third decile,31700,NA,NA
1980,Prairie provinces,Fourth decile,41500,NA,NA
1980,Prairie provinces,Fifth decile,52600,NA,NA
1980,Prairie provinces,Sixth decile,63800,NA,NA
1980,Prairie provinces,Seventh decile,74500,NA,NA
1980,Prairie provinces,Eighth decile,87700,NA,NA
1980,Prairie provinces,Ninth decile,107400,NA,NA
1980,Prairie provinces,Highest decile,164500,NA,NA
1980,Manitoba,Total deciles,59500,17.804878048780488,137800
1980,Manitoba,Lowest decile,8200,NA,NA
1980,Manitoba,Second decile,20200,NA,NA
1980,Manitoba,Third decile,29200,NA,NA
1980,Manitoba,Fourth decile,38500,NA,NA
1980,Manitoba,Fifth decile,47400,NA,NA
1980,Manitoba,Sixth decile,57800,NA,NA
1980,Manitoba,Seventh decile,69300,NA,NA
1980,Manitoba,Eighth decile,80100,NA,NA
1980,Manitoba,Ninth decile,98400,NA,NA
1980,Manitoba,Highest decile,146000,NA,NA
1980,Saskatchewan,Total deciles,60900,12.867256637168142,134100
1980,Saskatchewan,Lowest decile,11300,NA,NA
1980,Saskatchewan,Second decile,19500,NA,NA
1980,Saskatchewan,Third decile,28800,NA,NA
1980,Saskatchewan,Fourth decile,39100,NA,NA
1980,Saskatchewan,Fifth decile,50200,NA,NA
1980,Saskatchewan,Sixth decile,60000,NA,NA
1980,Saskatchewan,Seventh decile,69600,NA,NA
1980,Saskatchewan,Eighth decile,82400,NA,NA
1980,Saskatchewan,Ninth decile,102500,NA,NA
1980,Saskatchewan,Highest decile,145400,NA,NA
1980,Alberta,Total deciles,70100,18.060606060606062,168900
1980,Alberta,Lowest decile,9900,NA,NA
1980,Alberta,Second decile,23400,NA,NA
1980,Alberta,Third decile,33800,NA,NA
1980,Alberta,Fourth decile,44600,NA,NA
1980,Alberta,Fifth decile,56400,NA,NA
1980,Alberta,Sixth decile,68200,NA,NA
1980,Alberta,Seventh decile,79100,NA,NA
1980,Alberta,Eighth decile,92900,NA,NA
1980,Alberta,Ninth decile,113600,NA,NA
1980,Alberta,Highest decile,178800,NA,NA
1980,British Columbia,Total deciles,68600,18.622222222222224,158600
1980,British Columbia,Lowest decile,9000,NA,NA
1980,British Columbia,Second decile,21300,NA,NA
1980,British Columbia,Third decile,34400,NA,NA
1980,British Columbia,Fourth decile,45900,NA,NA
1980,British Columbia,Fifth decile,56600,NA,NA
1980,British Columbia,Sixth decile,68500,NA,NA
1980,British Columbia,Seventh decile,79100,NA,NA
1980,British Columbia,Eighth decile,92600,NA,NA
1980,British Columbia,Ninth decile,110700,NA,NA
1980,British Columbia,Highest decile,167600,NA,NA
1981,Canada,Total deciles,63100,13.375,138600
1981,Canada,Lowest decile,11200,NA,NA
1981,Canada,Second decile,22300,NA,NA
1981,Canada,Third decile,32500,NA,NA
1981,Canada,Fourth decile,42400,NA,NA
1981,Canada,Fifth decile,52000,NA,NA
1981,Canada,Sixth decile,62000,NA,NA
1981,Canada,Seventh decile,72500,NA,NA
1981,Canada,Eighth decile,84500,NA,NA
1981,Canada,Ninth decile,101600,NA,NA
1981,Canada,Highest decile,149800,NA,NA
1981,Atlantic provinces,Total deciles,54500,11.298245614035087,117400
1981,Atlantic provinces,Lowest decile,11400,NA,NA
1981,Atlantic provinces,Second decile,20000,NA,NA
1981,Atlantic provinces,Third decile,28200,NA,NA
1981,Atlantic provinces,Fourth decile,36300,NA,NA
1981,Atlantic provinces,Fifth decile,45100,NA,NA
1981,Atlantic provinces,Sixth decile,53200,NA,NA
1981,Atlantic provinces,Seventh decile,62100,NA,NA
1981,Atlantic provinces,Eighth decile,72400,NA,NA
1981,Atlantic provinces,Ninth decile,87100,NA,NA
1981,Atlantic provinces,Highest decile,128800,NA,NA
1981,Newfoundland and Labrador,Total deciles,58700,10.244274809160306,121100
1981,Newfoundland and Labrador,Lowest decile,13100,NA,NA
1981,Newfoundland and Labrador,Second decile,23000,NA,NA
1981,Newfoundland and Labrador,Third decile,32000,NA,NA
1981,Newfoundland and Labrador,Fourth decile,41000,NA,NA
1981,Newfoundland and Labrador,Fifth decile,49400,NA,NA
1981,Newfoundland and Labrador,Sixth decile,57800,NA,NA
1981,Newfoundland and Labrador,Seventh decile,66500,NA,NA
1981,Newfoundland and Labrador,Eighth decile,77200,NA,NA
1981,Newfoundland and Labrador,Ninth decile,92600,NA,NA
1981,Newfoundland and Labrador,Highest decile,134200,NA,NA
1981,Prince Edward Island,Total deciles,51500,10.218487394957982,109700
1981,Prince Edward Island,Lowest decile,11900,NA,NA
1981,Prince Edward Island,Second decile,19500,NA,NA
1981,Prince Edward Island,Third decile,27300,NA,NA
1981,Prince Edward Island,Fourth decile,34100,NA,NA
1981,Prince Edward Island,Fifth decile,41500,NA,NA
1981,Prince Edward Island,Sixth decile,49800,NA,NA
1981,Prince Edward Island,Seventh decile,58600,NA,NA
1981,Prince Edward Island,Eighth decile,68200,NA,NA
1981,Prince Edward Island,Ninth decile,82800,NA,NA
1981,Prince Edward Island,Highest decile,121600,NA,NA
1981,Nova Scotia,Total deciles,53300,11.080357142857142,112900
1981,Nova Scotia,Lowest decile,11200,NA,NA
1981,Nova Scotia,Second decile,19200,NA,NA
1981,Nova Scotia,Third decile,27200,NA,NA
1981,Nova Scotia,Fourth decile,35500,NA,NA
1981,Nova Scotia,Fifth decile,44600,NA,NA
1981,Nova Scotia,Sixth decile,52300,NA,NA
1981,Nova Scotia,Seventh decile,61400,NA,NA
1981,Nova Scotia,Eighth decile,71800,NA,NA
1981,Nova Scotia,Ninth decile,85800,NA,NA
1981,Nova Scotia,Highest decile,124100,NA,NA
1981,New Brunswick,Total deciles,53500,12.30841121495327,121000
1981,New Brunswick,Lowest decile,10700,NA,NA
1981,New Brunswick,Second decile,19600,NA,NA
1981,New Brunswick,Third decile,27200,NA,NA
1981,New Brunswick,Fourth decile,34400,NA,NA
1981,New Brunswick,Fifth decile,43400,NA,NA
1981,New Brunswick,Sixth decile,51700,NA,NA
1981,New Brunswick,Seventh decile,60700,NA,NA
1981,New Brunswick,Eighth decile,70500,NA,NA
1981,New Brunswick,Ninth decile,85300,NA,NA
1981,New Brunswick,Highest decile,131700,NA,NA
1981,Quebec,Total deciles,58000,12.55045871559633,125900
1981,Quebec,Lowest decile,10900,NA,NA
1981,Quebec,Second decile,20300,NA,NA
1981,Quebec,Third decile,30100,NA,NA
1981,Quebec,Fourth decile,39700,NA,NA
1981,Quebec,Fifth decile,48400,NA,NA
1981,Quebec,Sixth decile,56800,NA,NA
1981,Quebec,Seventh decile,66800,NA,NA
1981,Quebec,Eighth decile,77300,NA,NA
1981,Quebec,Ninth decile,92900,NA,NA
1981,Quebec,Highest decile,136800,NA,NA
1981,Ontario,Total deciles,66700,12.475806451612904,142300
1981,Ontario,Lowest decile,12400,NA,NA
1981,Ontario,Second decile,24400,NA,NA
1981,Ontario,Third decile,35400,NA,NA
1981,Ontario,Fourth decile,45800,NA,NA
1981,Ontario,Fifth decile,56200,NA,NA
1981,Ontario,Sixth decile,66600,NA,NA
1981,Ontario,Seventh decile,77000,NA,NA
1981,Ontario,Eighth decile,89000,NA,NA
1981,Ontario,Ninth decile,105900,NA,NA
1981,Ontario,Highest decile,154700,NA,NA
1981,Prairie provinces,Total deciles,65000,15.742574257425742,148900
1981,Prairie provinces,Lowest decile,10100,NA,NA
1981,Prairie provinces,Second decile,22900,NA,NA
1981,Prairie provinces,Third decile,32900,NA,NA
1981,Prairie provinces,Fourth decile,42700,NA,NA
1981,Prairie provinces,Fifth decile,52600,NA,NA
1981,Prairie provinces,Sixth decile,63000,NA,NA
1981,Prairie provinces,Seventh decile,74100,NA,NA
1981,Prairie provinces,Eighth decile,87400,NA,NA
1981,Prairie provinces,Ninth decile,105600,NA,NA
1981,Prairie provinces,Highest decile,159000,NA,NA
1981,Manitoba,Total deciles,58100,16.03370786516854,133800
1981,Manitoba,Lowest decile,8900,NA,NA
1981,Manitoba,Second decile,20800,NA,NA
1981,Manitoba,Third decile,29400,NA,NA
1981,Manitoba,Fourth decile,37500,NA,NA
1981,Manitoba,Fifth decile,46300,NA,NA
1981,Manitoba,Sixth decile,56400,NA,NA
1981,Manitoba,Seventh decile,66500,NA,NA
1981,Manitoba,Eighth decile,78700,NA,NA
1981,Manitoba,Ninth decile,93900,NA,NA
1981,Manitoba,Highest decile,142700,NA,NA
1981,Saskatchewan,Total deciles,60800,16.291666666666668,146800
1981,Saskatchewan,Lowest decile,9600,NA,NA
1981,Saskatchewan,Second decile,19800,NA,NA
1981,Saskatchewan,Third decile,28700,NA,NA
1981,Saskatchewan,Fourth decile,37700,NA,NA
1981,Saskatchewan,Fifth decile,47800,NA,NA
1981,Saskatchewan,Sixth decile,57800,NA,NA
1981,Saskatchewan,Seventh decile,68200,NA,NA
1981,Saskatchewan,Eighth decile,81500,NA,NA
1981,Saskatchewan,Ninth decile,100300,NA,NA
1981,Saskatchewan,Highest decile,156400,NA,NA
1981,Alberta,Total deciles,69700,14.882882882882884,154100
1981,Alberta,Lowest decile,11100,NA,NA
1981,Alberta,Second decile,25800,NA,NA
1981,Alberta,Third decile,36900,NA,NA
1981,Alberta,Fourth decile,47500,NA,NA
1981,Alberta,Fifth decile,57600,NA,NA
1981,Alberta,Sixth decile,68100,NA,NA
1981,Alberta,Seventh decile,80000,NA,NA
1981,Alberta,Eighth decile,93400,NA,NA
1981,Alberta,Ninth decile,111700,NA,NA
1981,Alberta,Highest decile,165200,NA,NA
1981,British Columbia,Total deciles,66100,15.396039603960396,145400
1981,British Columbia,Lowest decile,10100,NA,NA
1981,British Columbia,Second decile,22600,NA,NA
1981,British Columbia,Third decile,33000,NA,NA
1981,British Columbia,Fourth decile,43300,NA,NA
1981,British Columbia,Fifth decile,54900,NA,NA
1981,British Columbia,Sixth decile,65800,NA,NA
1981,British Columbia,Seventh decile,77400,NA,NA
1981,British Columbia,Eighth decile,90200,NA,NA
1981,British Columbia,Ninth decile,107900,NA,NA
1981,British Columbia,Highest decile,155500,NA,NA
1982,Canada,Total deciles,61500,13.712962962962964,137300
1982,Canada,Lowest decile,10800,NA,NA
1982,Canada,Second decile,21900,NA,NA
1982,Canada,Third decile,31700,NA,NA
1982,Canada,Fourth decile,40700,NA,NA
1982,Canada,Fifth decile,50400,NA,NA
1982,Canada,Sixth decile,59800,NA,NA
1982,Canada,Seventh decile,69900,NA,NA
1982,Canada,Eighth decile,82100,NA,NA
1982,Canada,Ninth decile,99400,NA,NA
1982,Canada,Highest decile,148100,NA,NA
1982,Atlantic provinces,Total deciles,53500,11.85981308411215,116200
1982,Atlantic provinces,Lowest decile,10700,NA,NA
1982,Atlantic provinces,Second decile,20200,NA,NA
1982,Atlantic provinces,Third decile,28100,NA,NA
1982,Atlantic provinces,Fourth decile,35600,NA,NA
1982,Atlantic provinces,Fifth decile,43500,NA,NA
1982,Atlantic provinces,Sixth decile,51900,NA,NA
1982,Atlantic provinces,Seventh decile,60400,NA,NA
1982,Atlantic provinces,Eighth decile,71400,NA,NA
1982,Atlantic provinces,Ninth decile,86400,NA,NA
1982,Atlantic provinces,Highest decile,126900,NA,NA
1982,Newfoundland and Labrador,Total deciles,56600,10.60655737704918,117200
1982,Newfoundland and Labrador,Lowest decile,12200,NA,NA
1982,Newfoundland and Labrador,Second decile,23500,NA,NA
1982,Newfoundland and Labrador,Third decile,31600,NA,NA
1982,Newfoundland and Labrador,Fourth decile,38900,NA,NA
1982,Newfoundland and Labrador,Fifth decile,46700,NA,NA
1982,Newfoundland and Labrador,Sixth decile,55600,NA,NA
1982,Newfoundland and Labrador,Seventh decile,64000,NA,NA
1982,Newfoundland and Labrador,Eighth decile,74800,NA,NA
1982,Newfoundland and Labrador,Ninth decile,89300,NA,NA
1982,Newfoundland and Labrador,Highest decile,129400,NA,NA
1982,Prince Edward Island,Total deciles,51500,9.902439024390244,109500
1982,Prince Edward Island,Lowest decile,12300,NA,NA
1982,Prince Edward Island,Second decile,20000,NA,NA
1982,Prince Edward Island,Third decile,27200,NA,NA
1982,Prince Edward Island,Fourth decile,34600,NA,NA
1982,Prince Edward Island,Fifth decile,42700,NA,NA
1982,Prince Edward Island,Sixth decile,49300,NA,NA
1982,Prince Edward Island,Seventh decile,57300,NA,NA
1982,Prince Edward Island,Eighth decile,68600,NA,NA
1982,Prince Edward Island,Ninth decile,81100,NA,NA
1982,Prince Edward Island,Highest decile,121800,NA,NA
1982,Nova Scotia,Total deciles,53000,12.427184466019417,117700
1982,Nova Scotia,Lowest decile,10300,NA,NA
1982,Nova Scotia,Second decile,19700,NA,NA
1982,Nova Scotia,Third decile,27900,NA,NA
1982,Nova Scotia,Fourth decile,35200,NA,NA
1982,Nova Scotia,Fifth decile,43200,NA,NA
1982,Nova Scotia,Sixth decile,51500,NA,NA
1982,Nova Scotia,Seventh decile,59300,NA,NA
1982,Nova Scotia,Eighth decile,70100,NA,NA
1982,Nova Scotia,Ninth decile,85000,NA,NA
1982,Nova Scotia,Highest decile,128000,NA,NA
1982,New Brunswick,Total deciles,52400,12.215686274509803,114400
1982,New Brunswick,Lowest decile,10200,NA,NA
1982,New Brunswick,Second decile,19000,NA,NA
1982,New Brunswick,Third decile,26400,NA,NA
1982,New Brunswick,Fourth decile,33800,NA,NA
1982,New Brunswick,Fifth decile,41900,NA,NA
1982,New Brunswick,Sixth decile,50500,NA,NA
1982,New Brunswick,Seventh decile,59600,NA,NA
1982,New Brunswick,Eighth decile,71200,NA,NA
1982,New Brunswick,Ninth decile,86400,NA,NA
1982,New Brunswick,Highest decile,124600,NA,NA
1982,Quebec,Total deciles,55900,12.471153846153847,119300
1982,Quebec,Lowest decile,10400,NA,NA
1982,Quebec,Second decile,19700,NA,NA
1982,Quebec,Third decile,28600,NA,NA
1982,Quebec,Fourth decile,37100,NA,NA
1982,Quebec,Fifth decile,46200,NA,NA
1982,Quebec,Sixth decile,55800,NA,NA
1982,Quebec,Seventh decile,64900,NA,NA
1982,Quebec,Eighth decile,75200,NA,NA
1982,Quebec,Ninth decile,90900,NA,NA
1982,Quebec,Highest decile,129700,NA,NA
1982,Ontario,Total deciles,64700,12.941176470588236,142100
1982,Ontario,Lowest decile,11900,NA,NA
1982,Ontario,Second decile,24100,NA,NA
1982,Ontario,Third decile,34500,NA,NA
1982,Ontario,Fourth decile,44000,NA,NA
1982,Ontario,Fifth decile,53500,NA,NA
1982,Ontario,Sixth decile,62700,NA,NA
1982,Ontario,Seventh decile,73500,NA,NA
1982,Ontario,Eighth decile,85800,NA,NA
1982,Ontario,Ninth decile,102600,NA,NA
1982,Ontario,Highest decile,154000,NA,NA
1982,Prairie provinces,Total deciles,65200,15.64423076923077,152300
1982,Prairie provinces,Lowest decile,10400,NA,NA
1982,Prairie provinces,Second decile,22600,NA,NA
1982,Prairie provinces,Third decile,32700,NA,NA
1982,Prairie provinces,Fourth decile,42000,NA,NA
1982,Prairie provinces,Fifth decile,52000,NA,NA
1982,Prairie provinces,Sixth decile,62300,NA,NA
1982,Prairie provinces,Seventh decile,73800,NA,NA
1982,Prairie provinces,Eighth decile,87300,NA,NA
1982,Prairie provinces,Ninth decile,106300,NA,NA
1982,Prairie provinces,Highest decile,162700,NA,NA
1982,Manitoba,Total deciles,57700,13.299065420560748,131600
1982,Manitoba,Lowest decile,10700,NA,NA
1982,Manitoba,Second decile,19900,NA,NA
1982,Manitoba,Third decile,28900,NA,NA
1982,Manitoba,Fourth decile,37000,NA,NA
1982,Manitoba,Fifth decile,46000,NA,NA
1982,Manitoba,Sixth decile,55400,NA,NA
1982,Manitoba,Seventh decile,65200,NA,NA
1982,Manitoba,Eighth decile,77100,NA,NA
1982,Manitoba,Ninth decile,94300,NA,NA
1982,Manitoba,Highest decile,142300,NA,NA
1982,Saskatchewan,Total deciles,59400,16.153846153846153,137900
1982,Saskatchewan,Lowest decile,9100,NA,NA
1982,Saskatchewan,Second decile,20400,NA,NA
1982,Saskatchewan,Third decile,29400,NA,NA
1982,Saskatchewan,Fourth decile,37900,NA,NA
1982,Saskatchewan,Fifth decile,47200,NA,NA
1982,Saskatchewan,Sixth decile,57100,NA,NA
1982,Saskatchewan,Seventh decile,67200,NA,NA
1982,Saskatchewan,Eighth decile,80100,NA,NA
1982,Saskatchewan,Ninth decile,98400,NA,NA
1982,Saskatchewan,Highest decile,147000,NA,NA
1982,Alberta,Total deciles,70800,15.927272727272728,164200
1982,Alberta,Lowest decile,11000,NA,NA
1982,Alberta,Second decile,25400,NA,NA
1982,Alberta,Third decile,36400,NA,NA
1982,Alberta,Fourth decile,46400,NA,NA
1982,Alberta,Fifth decile,57100,NA,NA
1982,Alberta,Sixth decile,68100,NA,NA
1982,Alberta,Seventh decile,80400,NA,NA
1982,Alberta,Eighth decile,93900,NA,NA
1982,Alberta,Ninth decile,114100,NA,NA
1982,Alberta,Highest decile,175200,NA,NA
1982,British Columbia,Total deciles,63800,16.47872340425532,145500
1982,British Columbia,Lowest decile,9400,NA,NA
1982,British Columbia,Second decile,21700,NA,NA
1982,British Columbia,Third decile,31800,NA,NA
1982,British Columbia,Fourth decile,42300,NA,NA
1982,British Columbia,Fifth decile,52600,NA,NA
1982,British Columbia,Sixth decile,62400,NA,NA
1982,British Columbia,Seventh decile,72800,NA,NA
1982,British Columbia,Eighth decile,85600,NA,NA
1982,British Columbia,Ninth decile,104900,NA,NA
1982,British Columbia,Highest decile,154900,NA,NA
1983,Canada,Total deciles,59800,14.65,136500
1983,Canada,Lowest decile,10000,NA,NA
